,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Squad,League
1212,Martin Erlic,hr CRO,DF,27-108,8,5,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Bologna,Serie-A
1213,Nicolò Cambiaghi,it ITA,FW,24-135,16,3,530.0,5.9,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,1.8,2.6,38.0,23.0,53.0,0.17,0.51,0.68,0.17,0.68,0.12,0.31,0.44,0.12,0.44,Matches,Bologna,Serie-A
1214,Jesper Karlsson,se SWE,FW,26-291,7,3,298.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,6.0,6.0,31.0,0.3,0.0,0.3,0.3,0.3,0.22,0.03,0.25,0.22,0.25,Matches,Bologna,Serie-A
1215,Kacper Urbanski,pl POL,MF,20-247,7,1,247.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.5,0.8,5.0,15.0,19.0,0.36,0.0,0.36,0.36,0.36,0.12,0.17,0.29,0.12,0.29,Matches,Bologna,Serie-A
1216,Samuel Iling-Junior,eng ENG,"FW,MF",21-220,7,0,118.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,5.0,7.0,27.0,0.76,0.0,0.76,0.76,0.76,0.11,0.09,0.19,0.11,0.19,Matches,Bologna,Serie-A
1217,Oussama El Azzouzi,ma MAR,MF,23-348,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bologna,Serie-A
1218,Estanis,es ESP,FW,21-261,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.71,1.65,2.35,0.71,2.35,Matches,Bologna,Serie-A
1219,Roberto Piccoli,it ITA,FW,24-105,35,35,2947.0,32.7,9.0,1.0,10.0,8.0,1.0,1.0,6.0,0.0,11.8,11.0,0.9,11.9,27.0,34.0,156.0,0.27,0.03,0.31,0.24,0.27,0.36,0.03,0.39,0.34,0.36,Matches,Cagliari,Serie-A
1220,Sebastiano Luperto,it ITA,DF,28-248,34,34,3060.0,34.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,1.3,3.3,22.0,92.0,10.0,0.03,0.09,0.12,0.03,0.12,0.06,0.04,0.1,0.06,0.1,Matches,Cagliari,Serie-A
1221,Gabriele Zappa,it ITA,DF,25-141,35,33,2880.0,32.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,3.6,4.5,55.0,139.0,75.0,0.06,0.0,0.06,0.06,0.06,0.03,0.11,0.14,0.03,0.14,Matches,Cagliari,Serie-A
1222,Nadir Zortea,it ITA,"DF,MF",25-327,33,31,2571.0,28.6,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,3.0,3.0,2.3,5.3,68.0,59.0,138.0,0.21,0.04,0.25,0.21,0.25,0.11,0.08,0.19,0.11,0.19,Matches,Cagliari,Serie-A
1223,Yerry Mina,co COL,DF,30-231,29,29,2389.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.1,2.1,0.3,2.4,15.0,74.0,9.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,Cagliari,Serie-A
1224,Tommaso Augello,it ITA,DF,30-255,36,28,2550.0,28.3,0.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,4.3,4.5,57.0,115.0,109.0,0.0,0.21,0.21,0.0,0.21,0.01,0.15,0.16,0.01,0.16,Matches,Cagliari,Serie-A
1225,Michel Ndary Adopo,fr FRA,MF,24-297,33,25,2233.0,24.8,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,2.0,3.1,19.0,98.0,58.0,0.04,0.04,0.08,0.04,0.08,0.05,0.08,0.13,0.05,0.13,Matches,Cagliari,Serie-A
1226,Antoine Makoumbou,cg CGO,MF,26-298,31,25,2021.0,22.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.9,1.2,10.0,85.0,13.0,0.0,0.09,0.09,0.0,0.09,0.01,0.04,0.05,0.01,0.05,Matches,Cagliari,Serie-A
1227,Zito Luvumbo,ao ANG,"FW,MF",23-064,25,18,1550.0,17.2,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.7,4.7,67.0,29.0,120.0,0.12,0.12,0.23,0.12,0.23,0.11,0.16,0.27,0.11,0.27,Matches,Cagliari,Serie-A
1228,Elia Caprile,it ITA,GK,23-260,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari,Serie-A
1229,Nicolas Viola,it ITA,"FW,MF",35-212,25,17,1207.0,13.4,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,1.9,4.1,21.0,45.0,69.0,0.22,0.07,0.3,0.22,0.3,0.17,0.14,0.31,0.17,0.31,Matches,Cagliari,Serie-A
1230,Alessandro Deiola,it ITA,MF,29-284,27,14,1268.0,14.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.6,1.6,0.6,2.2,11.0,36.0,30.0,0.07,0.07,0.14,0.07,0.14,0.11,0.04,0.16,0.11,0.16,Matches,Cagliari,Serie-A
1231,Răzvan Marin,ro ROU,MF,28-354,31,13,1356.0,15.1,3.0,2.0,5.0,1.0,2.0,2.0,4.0,0.0,2.4,0.8,3.5,4.3,21.0,80.0,28.0,0.2,0.13,0.33,0.07,0.2,0.16,0.23,0.39,0.05,0.29,Matches,Cagliari,Serie-A
1232,Simone Scuffet,it ITA,GK,28-346,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari,Serie-A
1233,Adam Obert,sk SVK,DF,22-262,20,13,1060.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.4,1.3,12.0,50.0,19.0,0.08,0.08,0.17,0.08,0.17,0.07,0.03,0.11,0.07,0.11,Matches,Cagliari,Serie-A
1234,José Luis Palomino,ar ARG,DF,35-127,17,10,1047.0,11.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.0,0.5,4.0,35.0,1.0,0.09,0.0,0.09,0.09,0.09,0.04,0.0,0.05,0.04,0.05,Matches,Cagliari,Serie-A
1235,Mattia Felici,it ITA,"MF,FW",24-025,20,9,925.0,10.3,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.0,1.6,39.0,19.0,75.0,0.0,0.29,0.29,0.0,0.29,0.06,0.1,0.16,0.06,0.16,Matches,Cagliari,Serie-A
1236,Gianluca Gaetano,it ITA,"MF,FW",25-007,27,8,975.0,10.8,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,4.8,4.8,2.1,6.9,11.0,39.0,77.0,0.18,0.37,0.55,0.18,0.55,0.44,0.2,0.64,0.44,0.64,Matches,Cagliari,Serie-A
1237,Matteo Prati,it ITA,MF,21-135,11,8,553.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.8,2.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,Matches,Cagliari,Serie-A
1238,Alen Sherri,al ALB,GK,27-148,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari,Serie-A
1239,Paulo Azzi,br BRA,DF,30-301,6,5,426.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.9,1.4,15.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,Matches,Cagliari,Serie-A
1240,Florinel Coman,ro ROU,"FW,MF",27-032,9,2,263.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,5.0,5.0,22.0,0.34,0.0,0.34,0.34,0.34,0.08,0.01,0.08,0.08,0.08,Matches,Cagliari,Serie-A
1241,Leonardo Pavoletti,it ITA,"FW,MF",36-167,26,1,445.0,4.9,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,2.7,2.7,1.0,3.7,1.0,17.0,26.0,0.4,0.0,0.4,0.4,0.4,0.53,0.2,0.74,0.53,0.74,Matches,Cagliari,Serie-A
1242,Gianluca Lapadula,pe PER,"FW,MF",35-094,12,1,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,1.4,7.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.42,0.4,0.42,Matches,Cagliari,Serie-A
1243,Mateusz Wieteska,pl POL,DF,28-090,5,1,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.18,0.1,0.18,Matches,Cagliari,Serie-A
1244,Kingstone Mutandwa,zm ZAM,"MF,FW",22-127,5,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,Cagliari,Serie-A
1245,Gabriel Strefezza,br BRA,"FW,MF",28-024,35,30,2439.0,27.1,6.0,4.0,10.0,6.0,0.0,0.0,4.0,0.0,3.6,3.6,3.6,7.2,67.0,100.0,166.0,0.22,0.15,0.37,0.22,0.37,0.13,0.13,0.27,0.13,0.27,Matches,Como,Serie-A
1246,Marc-Oliver Kempf,de GER,DF,30-104,30,29,2525.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,1.5,1.2,2.7,16.0,83.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.1,0.05,0.1,Matches,Como,Serie-A
1247,Nicolás Paz,ar ARG,"MF,FW",20-246,33,28,2518.0,28.0,6.0,8.0,14.0,6.0,0.0,1.0,6.0,0.0,8.6,7.8,5.8,13.6,75.0,155.0,159.0,0.21,0.29,0.5,0.21,0.5,0.31,0.21,0.52,0.28,0.49,Matches,Como,Serie-A
1248,Lucas Da Cunha,fr FRA,MF,23-337,34,28,2433.0,27.0,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,1.9,1.9,3.6,5.5,61.0,140.0,81.0,0.11,0.07,0.18,0.11,0.18,0.07,0.13,0.2,0.07,0.2,Matches,Como,Serie-A
1249,Edoardo Goldaniga,it ITA,DF,31-191,31,27,2442.0,27.1,1.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,2.5,2.5,0.3,2.8,18.0,72.0,8.0,0.04,0.0,0.04,0.04,0.04,0.09,0.01,0.1,0.09,0.1,Matches,Como,Serie-A
1250,Patrick Cutrone,it ITA,FW,27-129,31,23,1979.0,22.0,7.0,4.0,11.0,7.0,0.0,1.0,1.0,0.0,6.7,5.9,2.1,8.0,52.0,30.0,148.0,0.32,0.18,0.5,0.32,0.5,0.3,0.1,0.4,0.27,0.36,Matches,Como,Serie-A
1251,Alberto Dossena,it ITA,DF,26-211,23,20,1825.0,20.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.8,0.8,0.7,1.5,4.0,36.0,1.0,0.0,0.1,0.1,0.0,0.1,0.04,0.03,0.07,0.04,0.07,Matches,Como,Serie-A
1252,Alberto Moreno,es ESP,DF,32-311,23,20,1649.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.2,1.6,23.0,76.0,55.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,Como,Serie-A
1253,Alieu Fadera,gm GAM,"FW,DF",23-190,28,20,1644.0,18.3,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,1.7,1.7,4.0,5.7,74.0,36.0,160.0,0.05,0.16,0.22,0.05,0.22,0.09,0.22,0.31,0.09,0.31,Matches,Como,Serie-A
1254,Máximo Perrone,ar ARG,MF,22-125,24,18,1715.0,19.1,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,2.2,3.1,16.0,89.0,18.0,0.0,0.16,0.16,0.0,0.16,0.05,0.11,0.16,0.05,0.16,Matches,Como,Serie-A
1255,Jean Butez,fr FRA,GK,29-338,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Como,Serie-A
1256,Assane Diao,sn SEN,"FW,MF",19-247,15,14,1252.0,13.9,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,4.0,4.0,0.4,4.4,50.0,36.0,116.0,0.58,0.07,0.65,0.58,0.65,0.29,0.03,0.31,0.29,0.31,Matches,Como,Serie-A
1257,Maxence Caqueret,fr FRA,MF,25-086,16,13,983.0,10.9,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,1.5,2.3,14.0,70.0,40.0,0.09,0.27,0.37,0.09,0.37,0.07,0.14,0.21,0.07,0.21,Matches,Como,Serie-A
1258,Ignace Van Der Brempt,be BEL,DF,23-041,18,12,1117.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.8,16.0,34.0,33.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07,Matches,Como,Serie-A
1259,Yannik Engelhardt,de GER,"MF,DF",24-094,25,11,1126.0,12.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.5,2.0,16.0,54.0,17.0,0.08,0.08,0.16,0.08,0.16,0.05,0.12,0.16,0.05,0.16,Matches,Como,Serie-A
1260,Pepe Reina,es ESP,GK,42-254,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Como,Serie-A
1261,Álex Valle,es ESP,DF,21-017,13,11,928.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,15.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.09,0.03,0.09,Matches,Como,Serie-A
1262,Emil Audero,id IDN,GK,28-114,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Como,Serie-A
1263,Sergi Roberto,es ESP,MF,33-094,13,8,696.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.7,1.4,10.0,36.0,19.0,0.0,0.13,0.13,0.0,0.13,0.09,0.09,0.18,0.09,0.18,Matches,Como,Serie-A
1264,Mërgim Vojvoda,xk KVX,DF,30-100,9,7,597.0,6.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,1.7,1.8,14.0,40.0,34.0,0.15,0.3,0.45,0.15,0.45,0.02,0.26,0.28,0.02,0.28,Matches,Como,Serie-A
1265,Andrea Belotti,it ITA,FW,31-143,18,7,593.0,6.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.4,2.8,9.0,9.0,33.0,0.3,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43,Matches,Como,Serie-A
1266,Ivan Smolčić,hr CRO,DF,24-268,8,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,3.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Como,Serie-A
1267,Jonathan Ikone,fr FRA,FW,27-010,11,5,500.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,0.2,1.9,22.0,15.0,48.0,0.36,0.0,0.36,0.36,0.36,0.32,0.03,0.35,0.32,0.35,Matches,Como,Serie-A
1268,Federico Barba,it ITA,DF,31-253,7,5,431.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Como,Serie-A
1269,Anastasios Douvikas,gr GRE,FW,25-283,11,4,468.0,5.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.6,3.1,7.0,5.0,32.0,0.38,0.19,0.58,0.38,0.58,0.48,0.11,0.59,0.48,0.59,Matches,Como,Serie-A
1270,Alessio Iovine,it ITA,"DF,FW",34-100,9,3,377.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,9.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Como,Serie-A
1271,Luca Mazzitelli,it ITA,MF,29-178,11,3,335.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,2.0,27.0,14.0,0.27,0.27,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21,Matches,Como,Serie-A
1272,Matthias Braunöder,at AUT,MF,23-046,8,3,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Como,Serie-A
1273,Marco Sala,it ITA,DF,25-342,8,3,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,10.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Como,Serie-A
1274,Fellipe Jack,br BRA,DF,19-120,7,1,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Como,Serie-A
1275,Daniele Baselli,it ITA,MF,33-061,2,1,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Como,Serie-A
1276,Alessandro Gabrielloni,it ITA,"FW,MF",30-306,14,0,141.0,1.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.8,1.1,5.0,6.0,13.0,0.64,0.64,1.28,0.64,1.28,0.19,0.49,0.68,0.19,0.68,Matches,Como,Serie-A
1277,Simone Verdi,it ITA,"MF,FW",32-304,9,0,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09,0.39,0.47,0.09,0.47,Matches,Como,Serie-A
1278,Alberto Cerri,it ITA,FW,29-026,5,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,1.05,1.05,Matches,Como,Serie-A
1279,Ben Lhassine Kone,ci CIV,MF,25-059,4,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Como,Serie-A
1280,Ali Jasim,iq IRQ,"FW,DF",21-112,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Como,Serie-A
1281,Dele Alli,eng ENG,MF,29-031,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Como,Serie-A
1282,Oliver Abildgaard,dk DEN,MF,28-336,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Como,Serie-A
1283,Emmanuel Gyasi,gh GHA,"DF,FW",31-121,35,35,3054.0,33.9,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,3.8,3.8,0.7,4.5,21.0,51.0,102.0,0.06,0.03,0.09,0.06,0.09,0.11,0.02,0.13,0.11,0.13,Matches,Empoli,Serie-A
1284,Giuseppe Pezzella,it ITA,"DF,FW",27-164,33,32,2698.0,30.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,4.5,5.1,74.0,76.0,134.0,0.0,0.1,0.1,0.0,0.1,0.02,0.15,0.17,0.02,0.17,Matches,Empoli,Serie-A
1285,Devis Vásquez,co COL,GK,27-000,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Empoli,Serie-A
1286,Saba Goglichidze,ge GEO,DF,20-321,31,28,2413.0,26.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.3,0.6,11.0,40.0,8.0,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02,Matches,Empoli,Serie-A
1287,Mattia Viti,it ITA,DF,23-108,28,28,2392.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.2,0.7,13.0,79.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Empoli,Serie-A
1288,Ardian Ismajli,al ALB,DF,28-224,27,27,2328.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.4,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Empoli,Serie-A
1289,Lorenzo Colombo,it ITA,"FW,MF",23-065,35,26,2157.0,24.0,5.0,2.0,7.0,4.0,1.0,1.0,5.0,1.0,5.7,4.9,2.9,7.8,26.0,45.0,115.0,0.21,0.08,0.29,0.17,0.25,0.24,0.12,0.36,0.2,0.32,Matches,Empoli,Serie-A
1290,Liam Henderson,sct SCO,MF,29-017,34,25,2233.0,24.8,0.0,4.0,4.0,0.0,0.0,0.0,10.0,0.0,0.6,0.6,3.7,4.3,15.0,104.0,46.0,0.0,0.16,0.16,0.0,0.16,0.02,0.15,0.17,0.02,0.17,Matches,Empoli,Serie-A
1291,Sebastiano Esposito,it ITA,"FW,MF",22-314,31,25,2181.0,24.2,8.0,0.0,8.0,7.0,1.0,2.0,1.0,0.0,5.6,4.0,2.0,6.0,30.0,86.0,98.0,0.33,0.0,0.33,0.29,0.29,0.23,0.08,0.31,0.16,0.25,Matches,Empoli,Serie-A
1292,Alberto Grassi,it ITA,MF,30-066,26,25,2023.0,22.5,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,0.8,1.9,16.0,65.0,22.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,Matches,Empoli,Serie-A
1293,Liberato Cacace,nz NZL,"DF,MF",24-227,31,22,2081.0,23.1,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,2.1,2.1,1.4,3.4,51.0,64.0,89.0,0.09,0.13,0.22,0.09,0.22,0.09,0.06,0.15,0.09,0.15,Matches,Empoli,Serie-A
1294,Youssef Maleh,ma MAR,MF,26-263,22,17,1510.0,16.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.9,0.9,0.9,1.8,10.0,72.0,37.0,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.1,0.05,0.1,Matches,Empoli,Serie-A
1295,Jacopo Fazzini,it ITA,MF,22-057,18,14,1211.0,13.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.4,2.4,0.4,2.8,28.0,40.0,70.0,0.22,0.0,0.22,0.22,0.22,0.18,0.03,0.21,0.18,0.21,Matches,Empoli,Serie-A
1296,Faustino Anjorin,eng ENG,MF,23-170,20,14,1062.0,11.8,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.9,0.9,1.7,2.5,27.0,53.0,33.0,0.17,0.25,0.42,0.17,0.42,0.07,0.14,0.21,0.07,0.21,Matches,Empoli,Serie-A
1297,Luca Marianucci,it ITA,DF,20-293,17,11,1024.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.2,0.7,9.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Empoli,Serie-A
1298,Ola Solbakken,no NOR,"MF,FW",26-247,20,8,743.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.2,18.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.15,0.09,0.15,Matches,Empoli,Serie-A
1299,Mattia De Sciglio,it ITA,DF,32-204,16,7,769.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,4.0,18.0,7.0,0.12,0.0,0.12,0.12,0.12,0.07,0.02,0.09,0.07,0.09,Matches,Empoli,Serie-A
1300,Christian Kouamé,ci CIV,"FW,MF",27-157,8,5,507.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7,2.7,0.7,3.3,5.0,13.0,39.0,0.18,0.0,0.18,0.18,0.18,0.47,0.12,0.59,0.47,0.59,Matches,Empoli,Serie-A
1301,Marco Silvestri,it ITA,GK,34-071,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Empoli,Serie-A
